Customer_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
248,Male,Yes,1,Not Graduate,No,6608,0.0,137,180,1,Urban,Y
227,Male,Yes,2,Not Graduate,Yes,4735,0.0,138,360,1,Urban,N
252,Female,No,2,Graduate,No,3427,0.0,138,360,1,Urban,N
420,Male,Yes,0,Graduate,No,3246,1417.0,138,360,1,Semiurban,Y
421,Male,Yes,0,Graduate,No,5829,0.0,138,360,1,Rural,Y
440,Female,Yes,0,Not Graduate,Yes,7142,0.0,138,360,1,Rural,Y
504,Male,Yes,1,Not Graduate,No,4050,5302.0,138,360,1,Rural,N
112,Female,Yes,0,Graduate,Yes,2929,2333.0,139,360,1,Semiurban,Y
291,Male,Yes,0,Graduate,No,3075,2416.0,139,360,1,Rural,Y
235,Male,Yes,1,Graduate,No,3155,1779.0,140,360,1,Semiurban,Y
242,Male,Yes,1,Not Graduate,No,2510,1983.0,140,180,1,Urban,N
305,Male,No,0,Graduate,No,4000,2500.0,140,360,1,Rural,Y
466,Male,No,0,Graduate,No,6000,0.0,140,360,1,Rural,Y
541,Female,Yes,1,Graduate,No,4608,2845.0,140,180,1,Semiurban,Y
5,Male,No,0,Graduate,No,6000,0.0,141,360,1,Urban,Y
365,Male,No,0,Graduate,Yes,6822,0.0,141,360,1,Rural,Y
594,Male,Yes,0,Graduate,No,3859,3300.0,142,180,1,Rural,Y
294,Female,No,0,Graduate,No,5417,0.0,143,480,0,Urban,N
434,Male,Yes,0,Graduate,No,2425,2340.0,143,360,1,Semiurban,Y
38,Female,Yes,0,Graduate,No,3667,1459.0,144,360,1,Semiurban,Y
48,Male,Yes,0,Graduate,No,5821,0.0,144,360,1,Urban,Y
50,Female,No,0,Graduate,No,4000,2275.0,144,360,1,Semiurban,Y
60,Male,Yes,2,Not Graduate,No,3357,2859.0,144,360,1,Urban,Y
223,Male,No,0,Graduate,No,2971,2791.0,144,360,1,Semiurban,Y
314,Male,Yes,2,Graduate,Yes,5746,0.0,144,84,1,Rural,Y
548,Male,No,0,Graduate,No,2526,1783.0,145,360,1,Rural,Y
585,Male,Yes,1,Graduate,No,2787,1917.0,146,360,0,Rural,N
443,Male,No,4,Not Graduate,No,4707,1993.0,148,360,1,Semiurban,Y
513,Male,Yes,2,Graduate,No,3283,2035.0,148,360,1,Urban,Y
453,Male,Yes,0,Graduate,No,3948,1733.0,149,360,0,Rural,N
267,Male,Yes,2,Graduate,No,4708,1387.0,150,360,1,Semiurban,Y
274,Male,Yes,0,Graduate,No,2620,2223.0,150,360,1,Semiurban,Y
431,Female,No,1,Graduate,Yes,8624,0.0,150,360,1,Semiurban,Y
449,Male,Yes,2,Graduate,No,3340,1710.0,150,360,0,Rural,N
476,Male,Yes,2,Graduate,Yes,16525,1014.0,150,360,1,Rural,Y
516,Male,Yes,4,Graduate,No,3466,3428.0,150,360,1,Rural,Y
575,Male,Yes,4,Graduate,No,6406,0.0,150,360,1,Semiurban,N
25,Male,Yes,1,Graduate,Yes,3717,2925.0,151,360,1,Semiurban,N
102,Male,No,0,Graduate,No,4843,3806.0,151,360,1,Semiurban,Y
266,Male,No,0,Graduate,No,4095,3447.0,151,360,1,Rural,Y
299,Female,No,0,Graduate,No,5000,2541.0,151,480,1,Rural,N
113,Male,Yes,0,Not Graduate,No,3572,4114.0,152,360,0,Rural,N
152,Male,Yes,0,Graduate,Yes,2577,3750.0,152,360,1,Rural,Y
347,Male,Yes,2,Not Graduate,No,3523,3230.0,152,360,0,Rural,N
409,Male,Yes,1,Graduate,No,8300,0.0,152,300,0,Semiurban,N
444,Male,No,1,Graduate,No,37719,0.0,152,360,1,Semiurban,Y
463,Male,Yes,0,Graduate,No,3015,2188.0,153,360,1,Rural,Y
117,Female,Yes,0,Graduate,No,3167,2283.0,154,360,1,Semiurban,Y
481,Female,No,0,Not Graduate,No,4350,0.0,154,360,1,Rural,Y
243,Male,No,0,Graduate,No,2965,5701.0,155,60,1,Urban,Y
263,Female,No,1,Graduate,No,3481,0.0,155,36,1,Semiurban,N
320,Male,Yes,1,Graduate,Yes,10000,0.0,155,360,1,Rural,N
372,Male,Yes,2,Graduate,No,5185,0.0,155,360,1,Semiurban,Y
546,Male,Yes,0,Graduate,No,2768,1950.0,155,360,1,Rural,Y
602,Male,Yes,0,Not Graduate,Yes,2894,2792.0,155,360,1,Rural,Y
383,Female,No,0,Graduate,No,6000,0.0,156,360,1,Urban,Y
540,Male,Yes,4,Graduate,No,6417,0.0,157,180,1,Rural,Y
608,Male,Yes,2,Not Graduate,No,3987,1411.0,157,360,1,Rural,Y
8,Male,Yes,4,Graduate,No,3036,2504.0,158,360,0,Semiurban,N
164,Male,Yes,2,Graduate,No,4167,1447.0,158,360,1,Rural,Y
229,Male,No,0,Graduate,No,4758,0.0,158,480,1,Semiurban,Y
281,Male,No,1,Not Graduate,Yes,4053,2426.0,158,360,0,Urban,N
343,Male,Yes,1,Not Graduate,No,4554,1229.0,158,360,1,Urban,Y
553,Male,Yes,1,Graduate,No,3333,3250.0,158,360,1,Urban,Y
315,Male,Yes,0,Graduate,No,2473,1843.0,159,360,1,Rural,N
105,Male,Yes,2,Graduate,No,3816,754.0,160,360,1,Urban,Y
129,Male,Yes,1,Graduate,Yes,10513,3850.0,160,180,0,Urban,N
157,Male,Yes,1,Graduate,No,6000,0.0,160,360,1,Rural,Y
193,Male,Yes,0,Not Graduate,No,6033,0.0,160,360,1,Urban,N
268,Male,Yes,4,Graduate,No,4333,1811.0,160,360,0,Urban,Y
337,Male,Yes,1,Graduate,No,5250,688.0,160,360,1,Rural,Y
346,Male,Yes,0,Graduate,No,2499,2458.0,160,360,1,Semiurban,Y
412,Male,Yes,0,Graduate,No,6256,0.0,160,360,1,Urban,Y
417,Female,No,1,Graduate,No,2600,0.0,160,360,1,Urban,N
460,Male,Yes,0,Graduate,No,8334,0.0,160,360,1,Semiurban,N
461,Male,Yes,0,Graduate,Yes,2083,4083.0,160,360,1,Semiurban,Y
489,Male,Yes,2,Graduate,Yes,4583,2083.0,160,360,1,Semiurban,Y
528,Male,Yes,1,Not Graduate,No,5285,1430.0,161,360,0,Semiurban,Y
580,Male,No,0,Graduate,No,3182,2917.0,161,360,1,Urban,Y
471,Male,Yes,1,Graduate,Yes,3450,2079.0,162,360,1,Semiurban,Y
475,Male,No,2,Graduate,No,5532,4648.0,162,360,1,Rural,Y
559,Male,Yes,0,Graduate,No,3887,2669.0,162,360,1,Semiurban,Y
192,Male,No,0,Graduate,No,12000,0.0,164,360,1,Semiurban,N
63,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165,180,0,Rural,N
357,Male,Yes,2,Graduate,No,8333,3167.0,165,360,1,Rural,Y
572,Male,Yes,2,Graduate,No,5116,1451.0,165,360,0,Urban,N
202,Male,No,2,Graduate,No,4923,0.0,166,360,0,Semiurban,Y
83,Female,Yes,2,Graduate,No,1378,1881.0,167,360,1,Urban,N
9,Male,Yes,2,Graduate,No,4006,1526.0,168,360,1,Urban,Y
142,Male,No,0,Graduate,No,5417,0.0,168,360,1,Urban,Y
189,Male,Yes,0,Graduate,Yes,674,5296.0,168,360,1,Rural,Y
196,Male,Yes,1,Graduate,No,3125,2583.0,170,360,1,Semiurban,N
226,Male,Yes,0,Graduate,No,3250,0.0,170,360,1,Rural,N
236,Male,Yes,1,Graduate,No,5500,1260.0,170,360,1,Rural,Y
71,Male,Yes,0,Graduate,No,3208,3066.0,172,360,1,Urban,Y
295,Male,Yes,0,Graduate,No,2383,3334.0,172,360,1,Semiurban,Y
586,Male,Yes,1,Graduate,No,4283,3000.0,172,84,1,Rural,N
604,Male,No,0,Graduate,No,3676,4301.0,172,360,1,Rural,Y
341,Male,Yes,4,Not Graduate,No,2647,1587.0,173,360,1,Rural,N
458,Male,Yes,0,Graduate,No,3708,2569.0,173,360,1,Urban,N
607,Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,Y
90,Male,Yes,0,Graduate,No,5695,4167.0,175,360,1,Semiurban,Y
119,Male,Yes,0,Graduate,No,5568,2142.0,175,360,1,Rural,N
143,Male,No,0,Graduate,Yes,6950,0.0,175,180,1,Semiurban,Y
224,Male,Yes,0,Graduate,No,7578,1010.0,175,360,1,Semiurban,Y
369,Male,Yes,1,Graduate,No,6325,0.0,175,360,1,Semiurban,Y
445,Male,Yes,0,Graduate,No,7333,8333.0,175,300,1,Rural,Y
77,Male,No,0,Graduate,No,3750,4750.0,176,360,1,Urban,N
338,Male,Yes,2,Graduate,Yes,2500,4600.0,176,360,1,Rural,Y
415,Female,Yes,0,Not Graduate,No,2149,3237.0,178,360,0,Semiurban,N
59,Male,Yes,1,Graduate,No,8080,2250.0,180,360,1,Urban,Y
79,Male,Yes,4,Graduate,No,3167,4000.0,180,300,0,Semiurban,N
121,Male,Yes,2,Graduate,No,5667,2667.0,180,360,1,Rural,Y
181,Male,Yes,1,Graduate,No,6400,7250.0,180,360,0,Urban,N
442,Male,Yes,0,Graduate,No,7901,1833.0,180,360,1,Rural,Y
599,Male,Yes,0,Graduate,Yes,9963,0.0,180,360,1,Rural,Y
554,Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,N
130,Male,Yes,0,Graduate,No,6080,2569.0,182,360,1,Rural,N
166,Male,Yes,0,Graduate,No,3707,3166.0,182,360,1,Rural,Y
335,Male,Yes,1,Graduate,Yes,9833,1833.0,182,180,1,Urban,Y
560,Female,Yes,0,Graduate,No,4180,2306.0,182,360,1,Semiurban,Y
39,Male,No,0,Graduate,No,4166,7210.0,184,360,1,Urban,Y
328,Male,Yes,0,Graduate,Yes,5818,2160.0,184,360,1,Semiurban,Y
116,Male,Yes,1,Graduate,No,14583,0.0,185,180,1,Rural,Y
141,Male,Yes,2,Graduate,No,5042,2083.0,185,360,1,Rural,N
310,Male,Yes,2,Not Graduate,No,7667,0.0,185,360,1,Rural,Y
391,Male,No,4,Graduate,No,9167,0.0,185,360,1,Rural,Y
519,Male,No,0,Graduate,No,4683,1915.0,185,360,1,Semiurban,N
492,Male,Yes,1,Not Graduate,No,5333,1131.0,186,360,1,Urban,Y
571,Male,Yes,1,Graduate,No,3417,1750.0,186,360,1,Urban,Y
75,Male,Yes,4,Graduate,Yes,5266,1774.0,187,360,1,Semiurban,Y
145,Male,Yes,2,Graduate,No,11757,0.0,187,180,1,Urban,Y
158,Male,Yes,1,Graduate,No,9538,0.0,187,360,1,Urban,Y
174,Male,Yes,0,Graduate,No,5708,5625.0,187,360,1,Semiurban,Y
197,Male,No,0,Graduate,No,8333,3750.0,187,360,1,Rural,Y
290,Male,No,0,Graduate,No,9508,0.0,187,360,1,Rural,Y
350,Male,Yes,0,Graduate,No,2625,6250.0,187,360,1,Rural,Y
439,Male,No,0,Graduate,Yes,10416,0.0,187,360,0,Urban,N
441,Male,No,0,Graduate,No,3660,5064.0,187,360,1,Semiurban,Y
574,Male,Yes,2,Not Graduate,No,6125,1625.0,187,480,1,Semiurban,N
597,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360,1,Rural,N
613,Male,Yes,2,Graduate,No,7583,0.0,187,360,1,Urban,Y
92,Male,Yes,2,Graduate,No,6250,5654.0,188,180,1,Semiurban,Y
190,Male,Yes,0,Graduate,No,9328,0.0,188,180,1,Rural,Y
509,Male,Yes,0,Graduate,Yes,2479,3013.0,188,360,1,Urban,Y
450,Male,No,1,Not Graduate,Yes,2769,1542.0,190,360,1,Semiurban,N
26,Male,Yes,0,Graduate,Yes,9560,0.0,191,360,1,Semiurban,Y
255,Male,No,0,Graduate,Yes,16250,0.0,192,360,0,Urban,N
600,Male,Yes,2,Graduate,No,5780,0.0,192,360,1,Urban,Y
125,Male,Yes,0,Not Graduate,No,4300,2014.0,194,360,1,Rural,Y
405,Female,No,0,Graduate,Yes,7441,0.0,194,360,1,Rural,N
534,Male,No,1,Graduate,No,11250,0.0,196,360,1,Semiurban,N
13,Male,Yes,2,Graduate,No,3073,8106.0,200,360,1,Urban,Y
170,Male,Yes,2,Graduate,No,8000,0.0,200,360,1,Semiurban,Y
230,Male,No,0,Graduate,Yes,6400,0.0,200,360,1,Rural,Y
297,Male,Yes,1,Graduate,No,6875,0.0,200,360,1,Semiurban,Y
360,Male,Yes,4,Graduate,No,5167,3167.0,200,360,1,Semiurban,Y
31,Male,Yes,1,Graduate,No,4166,3369.0,201,360,1,Urban,N
251,Male,Yes,0,Not Graduate,No,1668,3890.0,201,360,0,Semiurban,N
581,Male,Yes,2,Graduate,No,6540,0.0,205,360,1,Semiurban,Y
592,Male,Yes,2,Graduate,Yes,6000,0.0,205,240,1,Semiurban,N
277,Male,Yes,0,Graduate,No,3993,3274.0,207,360,1,Semiurban,Y
503,Male,Yes,2,Graduate,No,4865,5624.0,208,360,1,Semiurban,Y
500,Male,No,0,Graduate,No,6283,4416.0,209,360,0,Rural,N
89,Male,No,0,Graduate,No,8566,0.0,210,360,1,Urban,Y
228,Male,Yes,2,Graduate,No,6250,1695.0,210,360,1,Semiurban,Y
563,Male,Yes,0,Graduate,No,5923,2054.0,211,360,1,Rural,Y
211,Female,No,0,Graduate,No,10000,0.0,214,360,1,Semiurban,N
109,Male,Yes,2,Graduate,No,3800,3600.0,216,360,0,Urban,N
531,Male,Yes,0,Graduate,No,1025,5500.0,216,360,1,Rural,Y
413,Male,Yes,0,Not Graduate,No,6096,0.0,218,360,0,Rural,N
107,Male,Yes,2,Graduate,No,11417,1126.0,225,360,1,Urban,Y
149,Female,No,0,Graduate,No,10000,1666.0,225,360,1,Rural,N
494,Female,No,0,Not Graduate,Yes,17263,0.0,225,360,1,Semiurban,Y
351,Male,Yes,0,Graduate,No,9083,0.0,228,360,1,Semiurban,Y
477,Male,Yes,2,Graduate,No,6700,1750.0,230,300,1,Semiurban,Y
484,Male,Yes,0,Graduate,No,10833,0.0,234,360,1,Semiurban,Y
362,Male,Yes,2,Graduate,No,5000,3667.0,236,360,1,Semiurban,Y
418,Male,Yes,2,Graduate,Yes,1600,20000.0,239,360,1,Urban,N
213,Male,Yes,1,Graduate,Yes,7787,0.0,240,360,1,Urban,Y
139,Male,No,0,Graduate,No,14999,0.0,242,360,0,Semiurban,N
506,Male,Yes,2,Graduate,No,3510,4416.0,243,360,1,Rural,Y
153,Male,No,0,Graduate,No,9166,0.0,244,360,1,Urban,N
485,Male,Yes,2,Graduate,No,8333,0.0,246,360,1,Semiurban,Y
512,Male,Yes,1,Graduate,No,6065,2004.0,250,360,1,Semiurban,Y
612,Male,Yes,1,Graduate,No,8072,240.0,253,360,1,Urban,Y
160,Male,Yes,0,Graduate,No,4583,5625.0,255,360,1,Semiurban,Y
237,Male,Yes,0,Graduate,No,5746,0.0,255,360,1,Urban,N
256,Female,No,4,Graduate,No,3083,0.0,255,360,1,Rural,Y
66,Male,Yes,0,Graduate,No,5726,4595.0,258,360,1,Semiurban,N
565,Male,Yes,2,Graduate,No,8799,0.0,258,360,0,Urban,N
120,Female,No,0,Graduate,No,10408,0.0,259,360,1,Urban,Y
349,Male,Yes,0,Graduate,No,6333,4583.0,259,360,1,Semiurban,Y
184,Male,Yes,1,Graduate,No,33846,0.0,260,360,1,Semiurban,N
558,Male,Yes,4,Graduate,Yes,10139,0.0,260,360,1,Semiurban,Y
595,Male,Yes,0,Graduate,Yes,16120,0.0,260,360,1,Urban,Y
84,Male,Yes,0,Graduate,No,6000,2250.0,265,360,1,Semiurban,N
6,Male,Yes,2,Graduate,Yes,5417,4196.0,267,360,1,Urban,Y
162,Male,Yes,0,Graduate,No,7933,0.0,275,360,1,Urban,N
392,Male,Yes,4,Graduate,No,9504,0.0,275,360,1,Rural,Y
573,Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,Y
254,Male,Yes,1,Not Graduate,No,2661,7101.0,279,180,1,Semiurban,Y
234,Female,No,0,Graduate,No,8333,0.0,280,360,1,Semiurban,Y
55,Female,Yes,1,Graduate,Yes,11500,0.0,286,360,0,Urban,N
136,Male,Yes,4,Graduate,No,4000,7750.0,290,360,1,Semiurban,N
593,Female,No,4,Graduate,Yes,9357,0.0,292,360,1,Semiurban,Y
382,Male,No,0,Graduate,No,5941,4232.0,296,360,1,Semiurban,Y
325,Male,Yes,4,Graduate,No,15000,0.0,300,360,1,Rural,Y
259,Male,Yes,0,Graduate,No,14683,2100.0,304,360,1,Rural,N
352,Male,No,0,Graduate,No,8750,4167.0,308,360,1,Rural,N
515,Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,N
68,Male,Yes,1,Graduate,No,10750,0.0,312,360,1,Urban,Y
22,Male,Yes,1,Graduate,No,5955,5625.0,315,360,1,Urban,Y
35,Male,No,4,Graduate,No,12500,3000.0,320,360,1,Rural,N
537,Male,Yes,0,Graduate,No,6133,3906.0,324,360,1,Urban,Y
261,Male,Yes,1,Graduate,No,6083,4250.0,330,360,1,Urban,Y
10,Male,Yes,1,Graduate,No,12841,10968.0,349,360,1,Semiurban,N
601,Female,No,4,Graduate,No,416,41667.0,350,180,1,Urban,N
410,Male,Yes,4,Graduate,No,81000,0.0,360,360,0,Rural,N
127,Female,Yes,4,Graduate,No,23803,0.0,370,360,1,Rural,Y
326,Male,Yes,1,Graduate,Yes,8666,4983.0,376,360,0,Rural,N
373,Male,Yes,2,Graduate,Yes,9323,7873.0,380,300,1,Rural,Y
526,Male,Yes,2,Graduate,Yes,17500,0.0,400,360,1,Rural,Y
433,Male,No,0,Graduate,No,12876,0.0,405,360,1,Semiurban,Y
279,Male,Yes,0,Graduate,No,14583,0.0,436,360,1,Semiurban,Y
309,Male,No,0,Graduate,No,20233,0.0,480,360,1,Rural,N
507,Male,Yes,0,Graduate,No,20833,6667.0,480,360,1,Urban,Y
524,Male,Yes,2,Graduate,Yes,7948,7166.0,480,360,1,Rural,Y
334,Male,Yes,0,Graduate,No,63337,0.0,490,180,1,Urban,Y
178,Male,Yes,4,Graduate,No,5516,11300.0,495,360,0,Semiurban,N
605,Female,Yes,1,Graduate,No,12000,0.0,496,360,1,Semiurban,Y
488,Male,Yes,1,Graduate,No,18333,0.0,500,360,1,Urban,N
370,Male,Yes,0,Graduate,No,19730,5266.0,570,360,1,Rural,N
156,Male,Yes,4,Graduate,No,39999,0.0,600,180,0,Semiurban,Y
562,Female,Yes,1,Graduate,Yes,19484,0.0,600,360,1,Semiurban,Y
131,Male,No,0,Graduate,Yes,20166,0.0,650,480,1,Urban,Y
172,Female,Yes,4,Graduate,No,51763,0.0,700,300,1,Urban,Y
1,Male,No,0,Graduate,No,5849,0.0,25,360,1,Urban,Y
36,Male,Yes,0,Graduate,No,2275,2067.0,30,360,1,Urban,Y
64,Male,Yes,1,Graduate,No,4945,0.0,35,360,0,Rural,N
82,Male,Yes,1,Graduate,Yes,2395,0.0,17,360,1,Semiurban,Y
96,Male,No,0,Graduate,No,6782,0.0,9,360,1,Urban,N
103,Male,Yes,2,Graduate,No,13650,0.0,30,360,1,Urban,Y
104,Male,Yes,0,Graduate,No,4652,3583.0,25,360,1,Semiurban,Y
114,Female,No,1,Graduate,Yes,7451,0.0,30,360,1,Semiurban,Y
128,Male,No,0,Graduate,No,3865,1640.0,22,360,1,Rural,Y
203,Male,Yes,4,Not Graduate,No,3992,0.0,18,180,1,Urban,N
285,Male,Yes,0,Graduate,No,20667,0.0,25,360,1,Rural,N
306,Male,No,0,Not Graduate,No,2000,0.0,30,360,1,Urban,N
323,Male,Yes,2,Not Graduate,No,3601,1590.0,15,360,1,Rural,Y
339,Female,No,4,Not Graduate,No,1830,0.0,35,360,0,Urban,N
388,Male,Yes,0,Not Graduate,No,3010,3136.0,25,360,0,Urban,N
436,Female,No,0,Graduate,No,10047,0.0,30,240,1,Semiurban,Y
438,Male,Yes,0,Graduate,No,2213,1125.0,20,360,1,Urban,Y
480,Male,Yes,2,Graduate,No,2947,1603.0,10,360,1,Urban,N
525,Male,No,0,Graduate,No,4680,2087.0,15,360,1,Semiurban,N
551,Male,Yes,2,Graduate,Yes,6633,0.0,25,360,0,Rural,N
552,Male,Yes,1,Not Graduate,No,2492,2375.0,30,360,1,Rural,Y
606,Male,Yes,0,Not Graduate,No,2400,3800.0,25,180,1,Urban,N
454,Male,Yes,0,Graduate,No,2483,2466.0,90,180,0,Rural,Y
475,Male,No,2,Graduate,No,5532,4648.0,162,360,1,Rural,Y
144,Male,Yes,0,Graduate,No,2698,2034.0,122,360,1,Semiurban,Y
474,Female,No,0,Graduate,Yes,2500,0.0,93,360,1,Urban,Y
283,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y
98,Male,Yes,0,Graduate,No,1977,997.0,50,360,1,Semiurban,Y
57,Male,Yes,0,Graduate,No,2132,1591.0,96,360,1,Semiurban,Y
79,Male,Yes,4,Graduate,No,3167,4000.0,180,300,0,Semiurban,N
76,Male,No,0,Graduate,No,3750,0.0,113,480,1,Urban,N
101,Male,Yes,2,Not Graduate,No,4288,3263.0,133,180,1,Urban,Y
143,Male,No,0,Graduate,Yes,6950,0.0,175,180,1,Semiurban,Y
455,Male,No,0,Graduate,Yes,7085,0.0,84,360,1,Semiurban,Y
294,Female,No,0,Graduate,No,5417,0.0,143,480,0,Urban,N
250,Male,Yes,0,Graduate,No,1809,1868.0,90,360,1,Urban,Y
72,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97,360,1,Semiurban,Y
80,Male,Yes,4,Not Graduate,Yes,3333,2166.0,130,360,1,Semiurban,Y
307,Female,No,0,Graduate,No,3762,1666.0,135,360,1,Rural,Y
350,Male,Yes,0,Graduate,No,2625,6250.0,187,360,1,Rural,Y
8,Male,Yes,4,Graduate,No,3036,2504.0,158,360,0,Semiurban,N
267,Male,Yes,2,Graduate,No,4708,1387.0,150,360,1,Semiurban,Y
424,Male,Yes,1,Graduate,No,7250,1667.0,110,120,0,Urban,N
205,Male,Yes,2,Not Graduate,No,3917,0.0,124,360,1,Semiurban,Y
549,Female,No,0,Graduate,No,5000,0.0,103,360,0,Semiurban,N
224,Male,Yes,0,Graduate,No,7578,1010.0,175,360,1,Semiurban,Y
377,Male,Yes,4,Graduate,No,8750,4996.0,130,360,1,Rural,Y
155,Male,No,0,Graduate,No,3254,0.0,50,360,1,Urban,Y
159,Male,No,0,Graduate,No,2980,2083.0,120,360,1,Rural,Y
593,Female,No,4,Graduate,Yes,9357,0.0,292,360,1,Semiurban,Y
335,Male,Yes,1,Graduate,Yes,9833,1833.0,182,180,1,Urban,Y
379,Male,No,0,Graduate,No,3069,0.0,71,480,1,Urban,N
297,Male,Yes,1,Graduate,No,6875,0.0,200,360,1,Semiurban,Y
560,Female,Yes,0,Graduate,No,4180,2306.0,182,360,1,Semiurban,Y
375,Female,No,0,Graduate,No,2764,1459.0,110,360,1,Urban,Y
325,Male,Yes,4,Graduate,No,15000,0.0,300,360,1,Rural,Y
68,Male,Yes,1,Graduate,No,10750,0.0,312,360,1,Urban,Y
151,Male,No,0,Graduate,No,6277,0.0,118,360,0,Rural,N
125,Male,Yes,0,Not Graduate,No,4300,2014.0,194,360,1,Rural,Y
72,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97,360,1,Semiurban,Y
571,Male,Yes,1,Graduate,No,3417,1750.0,186,360,1,Urban,Y
98,Male,Yes,0,Graduate,No,1977,997.0,50,360,1,Semiurban,Y
570,Male,Yes,0,Graduate,No,3166,2064.0,104,360,0,Urban,N
249,Male,Yes,1,Graduate,No,2882,1843.0,123,480,1,Semiurban,Y
431,Female,No,1,Graduate,Yes,8624,0.0,150,360,1,Semiurban,Y
128,Male,No,0,Graduate,No,3865,1640.0,22,360,1,Rural,Y
380,Male,Yes,2,Graduate,No,5391,0.0,130,360,1,Urban,Y
122,Female,No,0,Graduate,No,4166,0.0,44,360,1,Semiurban,Y
331,Male,No,1,Graduate,No,4384,1793.0,117,360,1,Urban,Y
70,Female,No,0,Graduate,No,4300,0.0,136,360,0,Semiurban,N
352,Male,No,0,Graduate,No,8750,4167.0,308,360,1,Rural,N
204,Male,Yes,1,Not Graduate,No,3500,1083.0,135,360,1,Urban,Y
175,Male,Yes,0,Not Graduate,Yes,4344,736.0,87,360,1,Semiurban,N
305,Male,No,0,Graduate,No,4000,2500.0,140,360,1,Rural,Y
458,Male,Yes,0,Graduate,No,3708,2569.0,173,360,1,Urban,N
412,Male,Yes,0,Graduate,No,6256,0.0,160,360,1,Urban,Y
170,Male,Yes,2,Graduate,No,8000,0.0,200,360,1,Semiurban,Y
416,Female,No,0,Graduate,No,2995,0.0,60,360,1,Urban,Y
498,Male,Yes,0,Graduate,No,4625,2857.0,111,12,0,Urban,Y
124,Male,Yes,2,Graduate,No,2957,0.0,81,360,1,Semiurban,Y
382,Male,No,0,Graduate,No,5941,4232.0,296,360,1,Semiurban,Y
431,Female,No,1,Graduate,Yes,8624,0.0,150,360,1,Semiurban,Y
15,Male,Yes,2,Graduate,No,1299,1086.0,17,120,1,Urban,Y
476,Male,Yes,2,Graduate,Yes,16525,1014.0,150,360,1,Rural,Y
515,Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,N
301,Male,Yes,0,Not Graduate,No,1800,2934.0,93,360,0,Urban,N
39,Male,No,0,Graduate,No,4166,7210.0,184,360,1,Urban,Y
463,Male,Yes,0,Graduate,No,3015,2188.0,153,360,1,Rural,Y
573,Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,Y
21,Male,Yes,0,Not Graduate,No,7660,0.0,104,360,0,Urban,N
81,Female,No,0,Graduate,No,3846,0.0,111,360,1,Semiurban,Y
94,Male,No,0,Graduate,No,4133,0.0,122,360,1,Semiurban,Y
144,Male,Yes,0,Graduate,No,2698,2034.0,122,360,1,Semiurban,Y
607,Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,Y
445,Male,Yes,0,Graduate,No,7333,8333.0,175,300,1,Rural,Y
108,Male,No,0,Not Graduate,Yes,7333,0.0,120,360,1,Rural,N
2,Male,Yes,1,Graduate,No,4583,1508.0,128,360,1,Rural,N
293,Male,Yes,2,Graduate,No,3153,1560.0,134,360,1,Urban,Y
467,Male,Yes,4,Not Graduate,No,2947,1664.0,70,180,0,Urban,N
199,Female,Yes,0,Graduate,No,3416,2816.0,113,360,0,Semiurban,Y
296,Male,Yes,4,Graduate,No,4416,1250.0,110,360,1,Urban,Y
314,Male,Yes,2,Graduate,Yes,5746,0.0,144,84,1,Rural,Y
439,Male,No,0,Graduate,Yes,10416,0.0,187,360,0,Urban,N
402,Male,No,0,Not Graduate,No,2755,0.0,65,300,1,Rural,N
180,Male,No,0,Not Graduate,No,2333,1451.0,102,480,0,Urban,N
401,Male,Yes,2,Not Graduate,No,2889,0.0,45,180,0,Urban,N
132,Male,No,0,Graduate,No,2014,1929.0,74,360,1,Urban,Y
228,Male,Yes,2,Graduate,No,6250,1695.0,210,360,1,Semiurban,Y
307,Female,No,0,Graduate,No,3762,1666.0,135,360,1,Rural,Y
508,Male,No,0,Graduate,No,3583,0.0,96,360,1,Urban,N
554,Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,N
183,Male,Yes,0,Graduate,No,4600,0.0,73,180,1,Semiurban,Y
542,Female,No,0,Graduate,No,2138,0.0,99,360,0,Semiurban,N
190,Male,Yes,0,Graduate,No,9328,0.0,188,180,1,Rural,Y
1,Male,No,0,Graduate,No,5849,0.0,25,360,1,Urban,Y
575,Male,Yes,4,Graduate,No,6406,0.0,150,360,1,Semiurban,N
553,Male,Yes,1,Graduate,No,3333,3250.0,158,360,1,Urban,Y
67,Male,No,0,Not Graduate,No,3200,2254.0,126,180,0,Urban,N
223,Male,No,0,Graduate,No,2971,2791.0,144,360,1,Semiurban,Y
